Time [ms], Temperature1 [C], Temperature2 [C], Temperature3 [C], Pressure1 [kPa], Pressure2 [kPa], Battery Voltage [V], Thermistor1 [C], Thermistor2 [C], N2O_SOL_STATE, N2_SOL_STATE
5083,0,0,0,-6.672,-6.84,1.25,829.40002,224.36,0,0
5094,0,0,0,-6.378,-6.462,1.25,829.40002,224.36,0,0
5105,0,0,0,-7.05,-6.798,1.25,829.40002,224.36,0,0
5105,0,0,0,-7.05,-6.798,1.25,829.40002,224.36,0,0
5123,0,0,0,-7.05,-6.798,1.25,829.40002,224.36,0,0
5133,0,0,0,-6.378,-6.714,1.25,829.40002,224.36,0,0
5143,0,0,0,-6.378,-6.798,1.25,829.40002,224.36,0,0
5153,0,0,0,-6.378,-6.462,1.25,829.40002,224.36,0,0
5165,0,0,0,-6.546,-6.924,1.25,829.40002,224.36,0,0
5173,0,0,0,-6.21,-6.462,1.25,829.40002,224.36,0,0
5183,0,0,0,-6.546,-6.966,1.25,829.40002,224.36,0,0
5194,0,0,0,-6.378,-6.756,1.25,829.40002,224.36,0,0
5204,0,0,0,-6.84,-6.756,1.25,829.40002,224.36,0,0
5215,0,0,0,-6.378,-6.378,1.25,829.40002,224.36,0,0
5225,0,0,0,-7.05,-7.05,1.25,829.40002,224.36,0,0
5225,0,0,0,-7.05,-7.05,1.25,829.40002,224.36,0,0
5243,0,0,0,-6.714,-6.924,1.25,829.40002,224.36,0,0
5253,0,0,0,-6.504,-6.924,1.25,829.40002,224.36,0,0
5263,0,0,0,-6.21,-6.966,1.25,829.40002,224.36,0,0
5279,0,0,0,-6.714,-6.924,1.25,829.40002,224.36,0,0
5284,0,0,0,-6.84,-7.05,1.25,829.40002,224.36,0,0
5293,0,0,0,-6.294,-6.546,1.25,829.40002,224.36,0,0
5303,0,0,0,-6.462,-6.924,1.25,829.40002,224.36,0,0
5313,0,0,0,-6.336,-6.588,1.25,829.40002,224.36,0,0
5323,0,0,0,-6.378,-6.924,1.25,829.40002,224.36,0,0
5333,0,0,0,-6.378,-6.63,1.25,829.40002,224.36,0,0
5343,0,0,0,-6.798,-6.924,1.25,829.40002,224.36,0,0
5353,0,0,0,-6.462,-6.462,1.25,829.40002,224.36,0,0
5363,0,0,0,-6.756,-6.798,1.25,829.40002,224.36,0,0
5373,0,0,0,-6.546,-6.63,1.25,829.40002,224.36,0,0
5383,0,0,0,-6.63,-7.05,1.25,829.40002,224.36,0,0
5393,0,0,0,-6.294,-6.588,1.25,829.40002,224.36,0,0
5403,0,0,0,-6.84,-7.05,1.25,829.40002,224.36,0,0
5413,0,0,0,-6.126,-6.63,1.25,829.40002,224.36,0,0
5423,0,0,0,-6.63,-6.924,1.25,829.40002,224.36,0,0
5433,0,0,0,-6.378,-6.462,1.25,829.40002,224.36,0,0
5443,0,0,0,-6.966,-6.924,1.25,829.40002,224.36,0,0
5453,0,0,0,-6.042,-6.504,1.25,829.40002,224.36,0,0
5463,0,0,0,-6.378,-7.008,1.25,829.40002,224.36,0,0
5473,0,0,0,-6.084,-6.588,1.25,829.40002,224.36,0,0
5483,0,0,0,-6.378,-7.05,1.25,829.40002,224.36,0,0
5493,0,0,0,-5.958,-6.546,1.25,829.40002,224.36,0,0
5503,0,0,0,-6.378,-7.05,1.25,829.40002,224.36,0,0
5513,0,0,0,-5.79,-6.462,1.25,829.40002,224.36,0,0
5523,0,0,0,-6.378,-6.924,1.25,829.40002,224.36,0,0
5533,0,0,0,-6.084,-6.63,1.25,829.40002,224.36,0,0
5543,0,0,0,-6.336,-7.008,1.25,829.40002,224.36,0,0
5553,0,0,0,-6.042,-6.672,1.25,829.40002,224.36,0,0
5563,0,0,0,-6.63,-6.882,1.25,829.40002,224.36,0,0
5573,0,0,0,-6.252,-6.63,1.25,829.40002,224.36,0,0
5583,0,0,0,-6.378,-7.05,1.25,829.40002,224.36,0,0
5593,0,0,0,-5.958,-6.504,1.25,829.40002,224.36,0,0
5603,0,0,0,-6.378,-6.966,1.25,829.40002,224.36,0,0
5613,0,0,0,-5.916,-6.42,1.25,829.40002,224.36,0,0
5623,0,0,0,-6.378,-6.966,1.25,829.40002,224.36,0,0
5633,0,0,0,-6.378,-6.63,1.25,829.40002,224.36,0,0
5643,0,0,0,-6.462,-7.05,1.25,829.40002,224.36,0,0
5653,0,0,0,-5.916,-6.588,1.25,829.40002,224.36,0,0
5663,0,0,0,-6.84,-6.924,1.25,829.40002,224.36,0,0
5673,0,0,0,-6.462,-6.672,1.25,829.40002,224.36,0,0
5683,0,0,0,-6.798,-6.924,1.25,829.40002,224.36,0,0
5693,0,0,0,-6.42,-6.462,1.25,829.40002,224.36,0,0
5703,0,0,0,-6.798,-6.966,1.25,829.40002,224.36,0,0
5713,0,0,0,-6.378,-6.63,1.25,829.40002,224.36,0,0
5723,0,0,0,-7.008,-6.966,1.25,829.40002,224.36,0,0
5733,0,0,0,-6.378,-6.504,1.25,829.40002,224.36,0,0
5743,0,0,0,-6.798,-6.966,1.25,829.40002,224.36,0,0
5753,0,0,0,-6.294,-6.42,1.25,829.40002,224.36,0,0
5763,0,0,0,-6.882,-6.924,1.25,829.40002,224.36,0,0
5773,0,0,0,-6.378,-6.462,1.25,829.40002,224.36,0,0
5783,0,0,0,-6.546,-6.966,1.25,829.40002,224.36,0,0
5793,0,0,0,-6.378,-6.546,1.25,829.40002,224.36,0,0
5803,0,0,0,-6.63,-7.008,1.25,829.40002,224.36,0,0
5813,0,0,0,-6.336,-6.756,1.25,829.40002,224.36,0,0
5823,0,0,0,-6.672,-7.05,1.25,829.40002,224.36,0,0
5833,0,0,0,-5.454,-6.798,1.25,829.40002,224.36,0,0
5843,0,0,0,-6.378,-6.924,1.25,829.40002,224.36,0,0
5853,0,0,0,-6.462,-6.798,1.25,829.40002,224.36,0,0
5863,0,0,0,-7.05,-7.008,1.25,829.40002,224.36,0,0
5873,0,0,0,-6.378,-6.504,1.25,829.40002,224.36,0,0
5883,0,0,0,-6.42,-6.966,1.25,829.40002,224.36,0,0
5893,0,0,0,-6.378,-6.84,1.25,829.40002,224.36,0,0
5903,0,0,0,-6.714,-6.798,1.25,829.40002,224.36,0,0
5913,0,0,0,-6.504,-6.546,1.25,829.40002,224.36,0,0
5923,0,0,0,-6.294,-6.924,1.25,829.40002,224.36,0,0
5933,0,0,0,-5.79,-6.672,1.25,829.40002,224.36,0,0
5943,0,0,0,-6.042,-6.882,1.25,829.40002,224.36,0,0
5953,0,0,0,-5.748,-6.546,1.25,829.40002,224.36,0,0
5963,0,0,0,-6.672,-7.008,1.25,829.40002,224.36,0,0
5973,0,0,0,-6,-6.546,1.23299,829.40002,224.36,0,0
5983,0,0,0,-6.252,-6.378,1.23299,829.40002,224.36,0,0
5993,0,0,0,-5.664,-6.504,1.23299,829.40002,224.36,0,0
6003,0,0,0,-6.378,-6.84,1.23299,829.40002,224.36,0,0
6013,0,0,0,-6.294,-6.462,1.23299,829.40002,224.36,0,0
6023,0,0,0,-6.756,-7.008,1.23299,829.40002,224.36,0,0
6033,0,0,0,-6.084,-6.588,1.23299,829.40002,224.36,0,0
6043,0,0,0,-6.84,-6.882,1.23299,829.40002,224.36,0,0
6053,0,0,0,-6.336,-6.756,1.23299,829.40002,224.36,0,0
6063,0,0,0,-6.756,-6.924,1.23299,829.40002,224.36,0,0
6073,0,0,0,-6.294,-6.546,1.23299,829.40002,224.36,0,0
6083,0,0,0,-7.05,-6.882,1.23299,829.40002,224.36,0,0
6093,0,0,0,-6.126,-6.546,1.23299,829.40002,224.36,0,0
6103,0,0,0,-6.672,-6.966,1.23299,829.40002,224.36,0,0
6113,0,0,0,-6.378,-6.378,1.23299,829.40002,224.36,0,0
6123,0,0,0,-6.924,-6.882,1.23299,829.40002,224.36,0,0
6133,0,0,0,-6.336,-6.504,1.23299,829.40002,224.36,0,0
6143,0,0,0,-6.672,-7.008,1.23299,829.40002,224.36,0,0
6153,0,0,0,-6.336,-6.756,1.23299,829.40002,224.36,0,0
6163,0,0,0,-6.672,-7.05,1.23299,829.40002,224.36,0,0
6173,0,0,0,-5.916,-6.588,1.23299,829.40002,224.36,0,0
6183,0,0,0,-6.378,-6.798,1.23299,829.40002,224.36,0,0
6193,0,0,0,-6.294,-6.546,1.23299,829.40002,224.36,0,0
6203,0,0,0,-6.378,-6.882,1.23299,829.40002,224.36,0,0
6213,0,0,0,-5.916,-6.588,1.23299,829.40002,224.36,0,0
6223,0,0,0,-6.378,-7.05,1.23299,829.40002,224.36,0,0
6233,0,0,0,-6.462,-6.84,1.23299,829.40002,224.36,0,0
6243,0,0,0,-6.756,-6.924,1.23299,829.40002,224.36,0,0
6253,0,0,0,-6.336,-6.588,1.23299,829.40002,224.36,0,0
6263,0,0,0,-6.882,-7.008,1.23299,829.40002,224.36,0,0
6273,0,0,0,-6.336,-6.462,1.23299,829.40002,224.36,0,0
6283,0,0,0,-6.672,-6.966,1.23299,829.40002,224.36,0,0
6293,0,0,0,-6.588,-6.63,1.23299,829.40002,224.36,0,0
6303,0,0,0,-6.63,-7.05,1.23299,829.40002,224.36,0,0
6313,0,0,0,-6.378,-6.588,1.23299,829.40002,224.36,0,0
6323,0,0,0,-7.05,-6.966,1.23299,829.40002,224.36,0,0
6333,0,0,0,-6.252,-6.588,1.23299,829.40002,224.36,0,0
6343,0,0,0,-6.672,-6.798,1.23299,829.40002,224.36,0,0
6353,0,0,0,-6.168,-6.504,1.23299,829.40002,224.36,0,0
6363,0,0,0,-6.546,-7.05,1.23299,829.40002,224.36,0,0
6373,0,0,0,-6.378,-6.84,1.23299,829.40002,224.36,0,0
6383,0,0,0,-6.966,-7.05,1.23299,829.40002,224.36,0,0
6393,0,0,0,-6.378,-6.63,1.23299,829.40002,224.36,0,0
6403,0,0,0,-6.672,-6.798,1.23299,829.40002,224.36,0,0
6413,0,0,0,-6,-6.546,1.23299,829.40002,224.36,0,0
6423,0,0,0,-6.546,-7.008,1.23299,829.40002,224.36,0,0
6433,0,0,0,-6.378,-6.378,1.23299,829.40002,224.36,0,0
6443,0,0,0,-6.63,-6.924,1.23299,829.40002,224.36,0,0
6453,0,0,0,-6.252,-6.672,1.23299,829.40002,224.36,0,0
6463,0,0,0,-6.714,-6.966,1.23299,829.40002,224.36,0,0
6473,0,0,0,-6.504,-6.63,1.23299,829.40002,224.36,0,0
6483,0,0,0,-6.882,-6.84,1.23299,829.40002,224.36,0,0
6493,0,0,0,-6.378,-6.588,1.23299,829.40002,224.36,0,0
6503,0,0,0,-6.924,-6.924,1.23299,829.40002,224.36,0,0
6513,0,0,0,-6.378,-6.756,1.23299,829.40002,224.36,0,0
6523,0,0,0,-6.756,-7.008,1.23299,829.40002,224.36,0,0
6533,0,0,0,-6.252,-6.63,1.23299,829.40002,224.36,0,0
6543,0,0,0,-6.924,-6.798,1.23299,829.40002,224.36,0,0
6553,0,0,0,-6.252,-6.546,1.23299,829.40002,224.36,0,0
6563,0,0,0,-7.008,-7.05,1.23299,829.40002,224.36,0,0
6573,0,0,0,-5.958,-6.84,1.23299,829.40002,224.36,0,0
6583,0,0,0,-6.84,-6.966,1.23299,829.40002,224.36,0,0
6593,0,0,0,-6.126,-6.63,1.23299,829.40002,224.36,0,0
6603,0,0,0,-6.84,-7.05,1.23299,829.40002,224.36,0,0
6613,0,0,0,-5.874,-6.546,1.23299,829.40002,224.36,0,0
6623,0,0,0,-6.252,-7.05,1.23299,829.40002,224.36,0,0
6633,0,0,0,-5.916,-6.63,1.23299,829.40002,224.36,0,0
6643,0,0,0,-6.63,-6.924,1.23299,829.40002,224.36,0,0
6653,0,0,0,-6.294,-6.798,1.23299,829.40002,224.36,0,0
6663,0,0,0,-6.756,-6.966,1.23299,829.40002,224.36,0,0
6673,0,0,0,-6,-6.798,1.23299,829.40002,224.36,0,0
6683,0,0,0,-6.504,-6.966,1.23299,829.40002,224.36,0,0
6693,0,0,0,-6.126,-6.588,1.23299,829.40002,224.36,0,0
6703,0,0,0,-6.252,-6.84,1.23299,829.40002,224.36,0,0
6713,0,0,0,-5.79,-6.504,1.23299,829.40002,224.36,0,0
6723,0,0,0,-6.336,-6.966,1.23299,829.40002,224.36,0,0
6733,0,0,0,-5.328,-6.798,1.23299,829.40002,224.36,0,0
6743,0,0,0,-6.294,-7.008,1.23299,829.40002,224.36,0,0
6753,0,0,0,-5.874,-6.504,1.23299,829.40002,224.36,0,0
6763,0,0,0,-6.63,-6.798,1.23299,829.40002,224.36,0,0
6773,0,0,0,-5.958,-6.798,1.23299,829.40002,224.36,0,0
6783,0,0,0,-6.672,-6.924,1.23299,829.40002,224.36,0,0
6793,0,0,0,-6.252,-6.588,1.23299,829.40002,224.36,0,0
6803,0,0,0,-6.42,-6.966,1.23299,829.40002,224.36,0,0
6813,0,0,0,-6.294,-6.546,1.23299,829.40002,224.36,0,0
6823,0,0,0,-6.63,-6.924,1.23299,829.40002,224.36,0,0
6833,0,0,0,-6.168,-6.588,1.23299,829.40002,224.36,0,0
6843,0,0,0,-6.588,-6.924,1.23299,829.40002,224.36,0,0
6853,0,0,0,-6.294,-6.588,1.23299,829.40002,224.36,0,0
6863,0,0,0,-6.882,-7.05,1.23299,829.40002,224.36,0,0
6873,0,0,0,-6.378,-6.672,1.23299,829.40002,224.36,0,0
6883,0,0,0,-7.008,-6.924,1.23299,829.40002,224.36,0,0
6893,0,0,0,-6.336,-6.588,1.23299,829.40002,224.36,0,0
6903,0,0,0,-6.756,-6.966,1.23299,829.40002,224.36,0,0
6913,0,0,0,-6.336,-6.63,1.23299,829.40002,224.36,0,0
6923,0,0,0,-6.84,-6.966,1.23299,829.40002,224.36,0,0
6933,0,0,0,-6.378,-6.378,1.23299,829.40002,224.36,0,0
6943,0,0,0,-6.84,-6.966,1.23299,829.40002,224.36,0,0
6953,0,0,0,-6.252,-6.462,1.23299,829.40002,224.36,0,0
6963,0,0,0,-6.798,-6.966,1.23299,829.40002,224.36,0,0
6973,0,0,0,-6.294,-6.504,1.23299,829.40002,224.36,0,0
6983,0,0,0,-7.05,-6.966,1.23299,829.40002,224.36,0,0
6993,0,0,0,-6.294,-6.42,1.23299,829.40002,224.36,0,0
7003,0,0,0,-6.588,-6.798,1.23299,829.40002,224.36,0,0
7013,0,0,0,-6.336,-6.588,1.23299,829.40002,224.36,0,0
7023,0,0,0,-6.84,-6.966,1.23299,829.40002,224.36,0,0
7033,0,0,0,-6.294,-6.714,1.23299,829.40002,224.36,0,0
7043,0,0,0,-6.63,-6.924,1.23299,829.40002,224.36,0,0
7053,0,0,0,-6.378,-6.504,1.23299,829.40002,224.36,0,0
7063,0,0,0,-6.714,-6.924,1.23299,829.40002,224.36,0,0
7073,0,0,0,-6.126,-6.588,1.23299,829.40002,224.36,0,0
7083,0,0,0,-7.05,-7.05,1.23299,829.40002,224.36,0,0
7093,0,0,0,-6.294,-6.714,1.23299,829.40002,224.36,0,0
7103,0,0,0,-6.84,-6.882,1.23299,829.40002,224.36,0,0
7113,0,0,0,-6.252,-6.462,1.23299,829.40002,224.36,0,0
7123,0,0,0,-6.924,-7.008,1.23299,829.40002,224.36,0,0
7133,0,0,0,-6.252,-6.588,1.23299,829.40002,224.36,0,0
7143,0,0,0,-6.84,-6.798,1.23299,829.40002,224.36,0,0
7153,0,0,0,-6.378,-6.462,1.23299,829.40002,224.36,0,0
7163,0,0,0,-7.05,-6.924,1.23299,829.40002,224.36,0,0
7173,0,0,0,-6.126,-6.588,1.23299,829.40002,224.36,0,0
7183,0,0,0,-6.504,-6.882,1.23299,829.40002,224.36,0,0
7193,0,0,0,-6.252,-6.63,1.23299,829.40002,224.36,0,0
7203,0,0,0,-6.462,-6.924,1.23299,829.40002,224.36,0,0
7213,0,0,0,-6,-6.84,1.23299,829.40002,224.36,0,0
7223,0,0,0,-6.378,-6.882,1.23299,829.40002,224.36,0,0
7233,0,0,0,-6.21,-6.672,1.23299,829.40002,224.36,0,0
7243,0,0,0,-6.546,-6.84,1.23299,829.40002,224.36,0,0
7253,0,0,0,-5.958,-6.504,1.23299,829.40002,224.36,0,0
7263,0,0,0,-6.378,-6.798,1.23299,829.40002,224.36,0,0
7273,0,0,0,-6.336,-6.42,1.23299,829.40002,224.36,0,0
7283,0,0,0,-6.378,-6.966,1.23299,829.40002,224.36,0,0
7293,0,0,0,-5.622,-6.504,1.23299,829.40002,224.36,0,0
7303,0,0,0,-6.084,-6.924,1.23299,829.40002,224.36,0,0
7313,0,0,0,-5.664,-6.504,1.23299,829.40002,224.36,0,0
7323,0,0,0,-6.378,-6.924,1.23299,829.40002,224.36,0,0
7333,0,0,0,-5.874,-6.63,1.23299,829.40002,224.36,0,0
7343,0,0,0,-6.672,-6.882,1.23299,829.40002,224.36,0,0
7353,0,0,0,-6,-6.588,1.23299,829.40002,224.36,0,0
7363,0,0,0,-6.504,-6.882,1.23299,829.40002,224.36,0,0
7373,0,0,0,-6.042,-6.546,1.23299,829.40002,224.36,0,0
7383,0,0,0,-6.588,-6.924,1.23299,829.40002,224.36,0,0
7393,0,0,0,-6.21,-6.798,1.23299,829.40002,224.36,0,0
7403,0,0,0,-6.588,-6.798,1.23299,829.40002,224.36,0,0
7413,0,0,0,-6.084,-6.588,1.23299,829.40002,224.36,0,0
7423,0,0,0,-6.378,-6.966,1.23299,829.40002,224.36,0,0
7433,0,0,0,-6,-6.63,1.23299,829.40002,224.36,0,0
7443,0,0,0,-6.798,-6.966,1.23299,829.40002,224.36,0,0
7453,0,0,0,-5.916,-6.63,1.23299,829.40002,224.36,0,0
12463,0,0,0,-7.05,-6.798,1.21599,791.70001,224.36,0,0
12480,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12483,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12493,0,0,0,-5.034,-6.588,1.21599,791.70001,224.36,0,0
12503,0,0,0,-7.05,-7.008,1.21599,791.70001,224.36,0,0
12513,0,0,0,-5.118,-6.672,1.21599,791.70001,224.36,0,0
12523,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12533,0,0,0,-5.034,-6.588,1.21599,791.70001,224.36,0,0
12543,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12553,0,0,0,-5.034,-6.504,1.21599,791.70001,224.36,0,0
12563,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12573,0,0,0,-5.034,-6.378,1.21599,791.70001,224.36,0,0
12583,0,0,0,-7.05,-7.008,1.21599,791.70001,224.36,0,0
12593,0,0,0,-5.034,-6.546,1.21599,791.70001,224.36,0,0
12603,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12613,0,0,0,-5.076,-6.546,1.21599,791.70001,224.36,0,0
12623,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12633,0,0,0,-5.16,-6.924,1.21599,791.70001,224.36,0,0
12643,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12653,0,0,0,-5.034,-6.63,1.21599,791.70001,224.36,0,0
12663,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12673,0,0,0,-5.118,-6.672,1.21599,791.70001,224.36,0,0
12683,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12693,0,0,0,-5.328,-6.42,1.21599,791.70001,224.36,0,0
12703,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12713,0,0,0,-5.076,-6.42,1.21599,791.70001,224.36,0,0
12723,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12733,0,0,0,-5.16,-6.588,1.21599,791.70001,224.36,0,0
12743,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12753,0,0,0,-4.908,-6.504,1.21599,791.70001,224.36,0,0
12763,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12773,0,0,0,-5.034,-6.588,1.21599,791.70001,224.36,0,0
12783,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12793,0,0,0,-5.076,-6.84,1.21599,791.70001,224.36,0,0
12803,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12813,0,0,0,-4.908,-6.84,1.21599,791.70001,224.36,0,0
12823,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12833,0,0,0,-4.908,-6.63,1.21599,791.70001,224.36,0,0
12843,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12853,0,0,0,-5.034,-6.588,1.21599,791.70001,224.36,0,0
12863,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12873,0,0,0,-5.202,-6.924,1.21599,791.70001,224.36,0,0
12883,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12893,0,0,0,-5.034,-6.84,1.21599,791.70001,224.36,0,0
12903,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12913,0,0,0,-5.118,-6.672,1.21599,791.70001,224.36,0,0
12923,0,0,0,-7.05,-7.008,1.21599,791.70001,224.36,0,0
12933,0,0,0,-5.034,-6.588,1.21599,791.70001,224.36,0,0
12943,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12953,0,0,0,-4.908,-6.714,1.21599,791.70001,224.36,0,0
12963,0,0,0,-7.05,-7.05,1.21599,791.70001,224.36,0,0
12973,0,0,0,-5.034,-6.84,1.20748,794.29999,224.36,0,0
12983,0,0,0,-7.05,-6.63,1.20748,794.29999,224.36,0,0
12993,0,0,0,-5.034,-6.672,1.20748,794.29999,224.36,0,0
13003,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13013,0,0,0,-4.992,-6.84,1.20748,794.29999,224.36,0,0
13023,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13033,0,0,0,-5.16,-6.63,1.20748,794.29999,224.36,0,0
13043,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13053,0,0,0,-4.95,-6.63,1.20748,794.29999,224.36,0,0
13063,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13073,0,0,0,-5.286,-6.63,1.20748,794.29999,224.36,0,0
13083,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13093,0,0,0,-5.244,-6.63,1.20748,794.29999,224.36,0,0
13103,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13113,0,0,0,-5.076,-6.588,1.20748,794.29999,224.36,0,0
13123,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13133,0,0,0,-4.992,-6.588,1.20748,794.29999,224.36,0,0
13143,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13153,0,0,0,-5.328,-6.714,1.20748,794.29999,224.36,0,0
13163,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13173,0,0,0,-5.118,-6.756,1.20748,794.29999,224.36,0,0
13183,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13193,0,0,0,-5.496,-6.84,1.20748,794.29999,224.36,0,0
13203,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13213,0,0,0,-5.118,-6.798,1.20748,794.29999,224.36,0,0
13223,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13233,0,0,0,-5.496,-6.924,1.20748,794.29999,224.36,0,0
13243,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13253,0,0,0,-5.286,-6.84,1.20748,794.29999,224.36,0,0
13263,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13273,0,0,0,-4.992,-6.966,1.20748,794.29999,224.36,0,0
13283,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13293,0,0,0,-5.16,-6.756,1.20748,794.29999,224.36,0,0
13303,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13313,0,0,0,-5.202,-6.882,1.20748,794.29999,224.36,0,0
13323,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13333,0,0,0,-4.95,-6.63,1.20748,794.29999,224.36,0,0
13343,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13353,0,0,0,-5.454,-6.756,1.20748,794.29999,224.36,0,0
13363,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13373,0,0,0,-5.79,-6.924,1.20748,794.29999,224.36,0,0
13383,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13393,0,0,0,-5.454,-6.84,1.20748,794.29999,224.36,0,0
13403,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13413,0,0,0,-4.95,-6.756,1.20748,794.29999,224.36,0,0
13423,0,0,0,-6.882,-6.924,1.20748,794.29999,224.36,0,0
13433,0,0,0,-5.034,-6.84,1.20748,794.29999,224.36,0,0
13443,0,0,0,-7.05,-6.924,1.20748,794.29999,224.36,0,0
13453,0,0,0,-5.454,-7.008,1.20748,794.29999,224.36,0,0
13463,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13473,0,0,0,-5.286,-6.966,1.20748,794.29999,224.36,0,0
13483,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13493,0,0,0,-5.202,-6.84,1.20748,794.29999,224.36,0,0
13503,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13513,0,0,0,-5.58,-6.714,1.20748,794.29999,224.36,0,0
13523,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13533,0,0,0,-5.328,-6.84,1.20748,794.29999,224.36,0,0
13543,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13553,0,0,0,-5.286,-6.798,1.20748,794.29999,224.36,0,0
13563,0,0,0,-7.05,-6.882,1.20748,794.29999,224.36,0,0
13573,0,0,0,-5.412,-7.008,1.20748,794.29999,224.36,0,0
13583,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13593,0,0,0,-5.286,-6.924,1.20748,794.29999,224.36,0,0
13603,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13613,0,0,0,-5.286,-6.672,1.20748,794.29999,224.36,0,0
13623,0,0,0,-7.05,-6.84,1.20748,794.29999,224.36,0,0
13633,0,0,0,-5.496,-6.756,1.20748,794.29999,224.36,0,0
13643,0,0,0,-6.966,-6.966,1.20748,794.29999,224.36,0,0
13653,0,0,0,-4.614,-6.924,1.20748,794.29999,224.36,0,0
13663,0,0,0,-6.756,-6.966,1.20748,794.29999,224.36,0,0
13673,0,0,0,-5.454,-6.924,1.20748,794.29999,224.36,0,0
13683,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13693,0,0,0,-5.328,-6.798,1.20748,794.29999,224.36,0,0
13703,0,0,0,-7.05,-7.008,1.20748,794.29999,224.36,0,0
13713,0,0,0,-5.328,-6.924,1.20748,794.29999,224.36,0,0
13723,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13733,0,0,0,-5.118,-6.798,1.20748,794.29999,224.36,0,0
13743,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13753,0,0,0,-5.16,-6.924,1.20748,794.29999,224.36,0,0
13763,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13773,0,0,0,-5.37,-6.798,1.20748,794.29999,224.36,0,0
13783,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13793,0,0,0,-5.706,-7.05,1.20748,794.29999,224.36,0,0
13803,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13813,0,0,0,-5.58,-7.05,1.20748,794.29999,224.36,0,0
13823,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13833,0,0,0,-5.832,-7.05,1.20748,794.29999,224.36,0,0
13843,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13853,0,0,0,-5.706,-7.05,1.20748,794.29999,224.36,0,0
