Time [ms], Temperature1 [C], Temperature2 [C], Temperature3 [C], Pressure1 [kPa], Pressure2 [kPa], Battery Voltage [V], Thermistor1 [C], Thermistor2 [C], N2O_SOL_STATE, N2_SOL_STATE
13863,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13873,0,0,0,-6,-7.05,1.20748,794.29999,224.36,0,0
13883,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13893,0,0,0,-5.664,-7.05,1.20748,794.29999,224.36,0,0
13903,0,0,0,-7.05,-7.05,1.20748,794.29999,224.36,0,0
13913,0,0,0,-6.126,-7.05,1.20748,794.29999,224.36,0,0
13923,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13933,0,0,0,-5.58,-7.008,1.20748,794.29999,224.36,0,0
13943,0,0,0,-7.05,-6.798,1.20748,794.29999,224.36,0,0
13953,0,0,0,-5.832,-7.05,1.20748,794.29999,224.36,0,0
13963,0,0,0,-7.05,-6.966,1.20748,794.29999,224.36,0,0
13973,0,0,0,-5.622,-7.05,1.2415,800.79999,224.36,0,0
13983,0,0,0,-7.05,-6.546,1.2415,800.79999,224.36,0,0
13993,0,0,0,-5.706,-7.008,1.2415,800.79999,224.36,0,0
14003,0,0,0,-7.05,-6.924,1.2415,800.79999,224.36,0,0
14013,0,0,0,-5.412,-7.008,1.2415,800.79999,224.36,0,0
14023,0,0,0,-6.756,-6.84,1.2415,800.79999,224.36,0,0
14033,0,0,0,-5.328,-7.008,1.2415,800.79999,224.36,0,0
14043,0,0,0,-6.966,-6.84,1.2415,800.79999,224.36,0,0
14053,0,0,0,-5.286,-6.966,1.2415,800.79999,224.36,0,0
14063,0,0,0,-7.05,-7.05,1.2415,800.79999,224.36,0,0
14073,0,0,0,-6.168,-7.05,1.2415,800.79999,224.36,0,0
14083,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14093,0,0,0,-5.58,-7.05,1.2415,800.79999,224.36,0,0
14103,0,0,0,-6.798,-7.008,1.2415,800.79999,224.36,0,0
14113,0,0,0,-5.412,-7.008,1.2415,800.79999,224.36,0,0
14123,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14133,0,0,0,-5.664,-7.05,1.2415,800.79999,224.36,0,0
14143,0,0,0,-7.05,-6.84,1.2415,800.79999,224.36,0,0
14153,0,0,0,-5.706,-7.05,1.2415,800.79999,224.36,0,0
14163,0,0,0,-6.84,-6.966,1.2415,800.79999,224.36,0,0
14173,0,0,0,-5.706,-7.05,1.2415,800.79999,224.36,0,0
14183,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14193,0,0,0,-5.706,-6.966,1.2415,800.79999,224.36,0,0
14203,0,0,0,-7.05,-6.672,1.2415,800.79999,224.36,0,0
14213,0,0,0,-5.706,-7.05,1.2415,800.79999,224.36,0,0
14223,0,0,0,-7.05,-6.756,1.2415,800.79999,224.36,0,0
14233,0,0,0,-5.748,-7.05,1.2415,800.79999,224.36,0,0
14243,0,0,0,-7.05,-6.84,1.2415,800.79999,224.36,0,0
14253,0,0,0,-5.706,-7.05,1.2415,800.79999,224.36,0,0
14263,0,0,0,-7.008,-6.714,1.2415,800.79999,224.36,0,0
14273,0,0,0,-5.748,-7.05,1.2415,800.79999,224.36,0,0
14283,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14293,0,0,0,-5.79,-7.05,1.2415,800.79999,224.36,0,0
14303,0,0,0,-7.05,-6.84,1.2415,800.79999,224.36,0,0
14313,0,0,0,-5.748,-7.05,1.2415,800.79999,224.36,0,0
14323,0,0,0,-7.05,-6.882,1.2415,800.79999,224.36,0,0
14333,0,0,0,-5.958,-7.05,1.2415,800.79999,224.36,0,0
14343,0,0,0,-7.05,-6.756,1.2415,800.79999,224.36,0,0
14353,0,0,0,-5.958,-7.05,1.2415,800.79999,224.36,0,0
14363,0,0,0,-7.05,-6.756,1.2415,800.79999,224.36,0,0
14373,0,0,0,-6.168,-7.05,1.2415,800.79999,224.36,0,0
14383,0,0,0,-7.05,-6.63,1.2415,800.79999,224.36,0,0
14393,0,0,0,-6.084,-7.05,1.2415,800.79999,224.36,0,0
14403,0,0,0,-7.008,-6.672,1.2415,800.79999,224.36,0,0
14413,0,0,0,-5.496,-7.05,1.2415,800.79999,224.36,0,0
14423,0,0,0,-7.05,-6.672,1.2415,800.79999,224.36,0,0
14433,0,0,0,-5.874,-7.05,1.2415,800.79999,224.36,0,0
14443,0,0,0,-6.924,-6.588,1.2415,800.79999,224.36,0,0
14453,0,0,0,-5.664,-7.05,1.2415,800.79999,224.36,0,0
14463,0,0,0,-6.714,-6.672,1.2415,800.79999,224.36,0,0
14473,0,0,0,-5.58,-7.05,1.2415,800.79999,224.36,0,0
14483,0,0,0,-7.05,-6.714,1.2415,800.79999,224.36,0,0
14493,0,0,0,-5.832,-7.05,1.2415,800.79999,224.36,0,0
14503,0,0,0,-6.966,-6.798,1.2415,800.79999,224.36,0,0
14513,0,0,0,-6.042,-7.05,1.2415,800.79999,224.36,0,0
14523,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14533,0,0,0,-5.916,-7.05,1.2415,800.79999,224.36,0,0
14543,0,0,0,-7.05,-6.756,1.2415,800.79999,224.36,0,0
14553,0,0,0,-5.916,-7.05,1.2415,800.79999,224.36,0,0
14563,0,0,0,-6.714,-6.672,1.2415,800.79999,224.36,0,0
14573,0,0,0,-5.664,-7.05,1.2415,800.79999,224.36,0,0
14583,0,0,0,-6.924,-6.84,1.2415,800.79999,224.36,0,0
14593,0,0,0,-5.832,-7.05,1.2415,800.79999,224.36,0,0
14603,0,0,0,-7.05,-6.588,1.2415,800.79999,224.36,0,0
14613,0,0,0,-5.916,-7.05,1.2415,800.79999,224.36,0,0
14623,0,0,0,-7.05,-6.546,1.2415,800.79999,224.36,0,0
14633,0,0,0,-5.916,-7.008,1.2415,800.79999,224.36,0,0
14643,0,0,0,-7.05,-6.966,1.2415,800.79999,224.36,0,0
14653,0,0,0,-6.126,-7.05,1.2415,800.79999,224.36,0,0
14663,0,0,0,-7.05,-6.798,1.2415,800.79999,224.36,0,0
14673,0,0,0,-6.294,-7.05,1.2415,800.79999,224.36,0,0
14683,0,0,0,-6.966,-6.672,1.2415,800.79999,224.36,0,0
14693,0,0,0,-5.958,-7.05,1.2415,800.79999,224.36,0,0
14703,0,0,0,-7.05,-6.672,1.2415,800.79999,224.36,0,0
14713,0,0,0,-5.748,-7.05,1.2415,800.79999,224.36,0,0
14723,0,0,0,-6.882,-6.672,1.2415,800.79999,224.36,0,0
14733,0,0,0,-5.958,-7.05,1.2415,800.79999,224.36,0,0
14743,0,0,0,-6.63,-6.714,1.2415,800.79999,224.36,0,0
14753,0,0,0,-5.916,-7.05,1.2415,800.79999,224.36,0,0
14763,0,0,0,-6.798,-7.008,1.2415,800.79999,224.36,0,0
14773,0,0,0,-6.168,-7.05,1.2415,800.79999,224.36,0,0
14783,0,0,0,-7.05,-6.924,1.2415,800.79999,224.36,0,0
14793,0,0,0,-6.126,-7.05,1.2415,800.79999,224.36,0,0
14803,0,0,0,-7.05,-7.05,1.2415,800.79999,224.36,0,0
14813,0,0,0,-6.294,-7.05,1.2415,800.79999,224.36,0,0
14823,0,0,0,-7.05,-7.05,1.2415,800.79999,224.36,0,0
14833,0,0,0,-6.126,-7.05,1.2415,800.79999,224.36,0,0
14843,0,0,0,-7.05,-6.966,1.2415,800.79999,224.36,0,0
14853,0,0,0,-6.378,-7.05,1.2415,800.79999,224.36,0,0
14863,0,0,0,-7.05,-6.966,1.2415,800.79999,224.36,0,0
14873,0,0,0,-6.336,-7.05,1.2415,800.79999,224.36,0,0
14883,0,0,0,-6.966,-7.05,1.2415,800.79999,224.36,0,0
14893,0,0,0,-6.252,-7.05,1.2415,800.79999,224.36,0,0
14903,0,0,0,-6.63,-7.008,1.2415,800.79999,224.36,0,0
14913,0,0,0,-6.21,-7.05,1.2415,800.79999,224.36,0,0
14923,0,0,0,-6.84,-7.05,1.2415,800.79999,224.36,0,0
14933,0,0,0,-6,-7.05,1.2415,800.79999,224.36,0,0
14943,0,0,0,-6.588,-7.008,1.2415,800.79999,224.36,0,0
14953,0,0,0,-6.168,-7.05,1.2415,800.79999,224.36,0,0
14963,0,0,0,-6.798,-7.008,1.2415,800.79999,224.36,0,0
14977,0,0,0,-7.05,-7.05,1.25,800.79999,224.36,0,0
14983,0,0,0,-6.588,-6.504,1.25,816.40002,224.36,0,0
14993,0,0,0,-6.714,-7.05,1.25,816.40002,224.36,0,0
15006,0,0,0,-5.16,-6.378,1.25,816.40002,224.36,0,0
15013,0,0,0,-6.756,-7.05,1.25,816.40002,224.36,0,0
15023,0,0,0,-6.756,-6.924,1.25,816.40002,224.36,0,0
15033,0,0,0,-5.538,-7.05,1.25,816.40002,224.36,0,0
15044,0,0,0,-7.05,-6.924,1.25,816.40002,224.36,0,0
15054,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15065,0,0,0,-7.008,-6.588,1.25,816.40002,224.36,0,0
15076,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15083,0,0,0,-7.05,-7.008,1.25,816.40002,224.36,0,0
15093,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15103,0,0,0,-7.05,-6.84,1.25,816.40002,224.36,0,0
15113,0,0,0,-6.924,-7.05,1.25,816.40002,224.36,0,0
15124,0,0,0,-7.008,-6.588,1.25,816.40002,224.36,0,0
15135,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15145,0,0,0,-6.084,-6.378,1.25,816.40002,224.36,0,0
15156,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15166,0,0,0,-5.454,-6.378,1.25,816.40002,224.36,0,0
15173,0,0,0,-6.798,-7.05,1.25,816.40002,224.36,0,0
15183,0,0,0,-7.05,-6.966,1.25,816.40002,224.36,0,0
15193,0,0,0,-6.798,-7.05,1.25,816.40002,224.36,0,0
15203,0,0,0,-6.546,-6.84,1.25,816.40002,224.36,0,0
15218,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15223,0,0,0,-7.008,-7.05,1.25,816.40002,224.36,0,0
15233,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15243,0,0,0,-7.05,-7.05,1.25,816.40002,224.36,0,0
15253,0,0,0,-6.252,-7.05,1.25,816.40002,224.36,0,0
15263,0,0,0,-7.05,-6.966,1.25,816.40002,224.36,0,0
15273,0,0,0,-6.756,-7.05,1.25,816.40002,224.36,0,0
15283,0,0,0,-7.05,-6.966,1.25,816.40002,224.36,0,0
15293,0,0,0,-6.294,-7.05,1.25,816.40002,224.36,0,0
15303,0,0,0,-6.924,-6.966,1.25,816.40002,224.36,0,0
15313,0,0,0,-6.462,-7.05,1.25,816.40002,224.36,0,0
15323,0,0,0,-6.966,-6.966,1.25,816.40002,224.36,0,0
15333,0,0,0,-6.588,-7.05,1.25,816.40002,224.36,0,0
15343,0,0,0,-6.924,-7.008,1.25,816.40002,224.36,0,0
15353,0,0,0,-6.588,-7.05,1.25,816.40002,224.36,0,0
15363,0,0,0,-6.714,-7.008,1.25,816.40002,224.36,0,0
15373,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15383,0,0,0,-6.882,-7.008,1.25,816.40002,224.36,0,0
15393,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15403,0,0,0,-6.546,-7.05,1.25,816.40002,224.36,0,0
15413,0,0,0,-6.21,-7.05,1.25,816.40002,224.36,0,0
15423,0,0,0,-6.588,-6.966,1.25,816.40002,224.36,0,0
15433,0,0,0,-6.252,-7.05,1.25,816.40002,224.36,0,0
15443,0,0,0,-6.546,-6.84,1.25,816.40002,224.36,0,0
15453,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15463,0,0,0,-6.84,-6.924,1.25,816.40002,224.36,0,0
15473,0,0,0,-6.294,-7.05,1.25,816.40002,224.36,0,0
15483,0,0,0,-7.05,-6.966,1.25,816.40002,224.36,0,0
15493,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15503,0,0,0,-7.05,-6.63,1.25,816.40002,224.36,0,0
15513,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15523,0,0,0,-6.924,-6.504,1.25,816.40002,224.36,0,0
15533,0,0,0,-6.672,-7.05,1.25,816.40002,224.36,0,0
15543,0,0,0,-6.756,-6.588,1.25,816.40002,224.36,0,0
15553,0,0,0,-6.42,-7.05,1.25,816.40002,224.36,0,0
15563,0,0,0,-7.05,-6.504,1.25,816.40002,224.36,0,0
15573,0,0,0,-6.672,-7.05,1.25,816.40002,224.36,0,0
15583,0,0,0,-6.84,-6.756,1.25,816.40002,224.36,0,0
15593,0,0,0,-6.63,-7.05,1.25,816.40002,224.36,0,0
15603,0,0,0,-6.378,-6.588,1.25,816.40002,224.36,0,0
15613,0,0,0,-6.462,-7.05,1.25,816.40002,224.36,0,0
15623,0,0,0,-6.84,-6.84,1.25,816.40002,224.36,0,0
15633,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15643,0,0,0,-6.924,-6.588,1.25,816.40002,224.36,0,0
15653,0,0,0,-6.714,-7.05,1.25,816.40002,224.36,0,0
15663,0,0,0,-6.882,-6.504,1.25,816.40002,224.36,0,0
15673,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15683,0,0,0,-6.756,-6.588,1.25,816.40002,224.36,0,0
15693,0,0,0,-6.504,-7.05,1.25,816.40002,224.36,0,0
15703,0,0,0,-7.008,-6.42,1.25,816.40002,224.36,0,0
15713,0,0,0,-6.798,-7.05,1.25,816.40002,224.36,0,0
15723,0,0,0,-6.924,-6.504,1.25,816.40002,224.36,0,0
15733,0,0,0,-6.588,-7.05,1.25,816.40002,224.36,0,0
15743,0,0,0,-6.756,-6.462,1.25,816.40002,224.36,0,0
15753,0,0,0,-6.63,-7.05,1.25,816.40002,224.36,0,0
15763,0,0,0,-6.924,-6.504,1.25,816.40002,224.36,0,0
15773,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15783,0,0,0,-6.84,-6.546,1.25,816.40002,224.36,0,0
15793,0,0,0,-6.252,-7.05,1.25,816.40002,224.36,0,0
15803,0,0,0,-6.63,-6.462,1.25,816.40002,224.36,0,0
15813,0,0,0,-6.378,-7.05,1.25,816.40002,224.36,0,0
15823,0,0,0,-6.924,-6.588,1.25,816.40002,224.36,0,0
15833,0,0,0,-6.672,-7.05,1.25,816.40002,224.36,0,0
15843,0,0,0,-6.462,-6.714,1.25,816.40002,224.36,0,0
15853,0,0,0,-6.294,-7.05,1.25,816.40002,224.36,0,0
15863,0,0,0,-6.798,-6.462,1.25,816.40002,224.36,0,0
15873,0,0,0,-6.252,-7.05,1.25,816.40002,224.36,0,0
15883,0,0,0,-6.63,-6.882,1.25,816.40002,224.36,0,0
15893,0,0,0,-6.588,-7.05,1.25,816.40002,224.36,0,0
15903,0,0,0,-6.63,-6.672,1.25,816.40002,224.36,0,0
15913,0,0,0,-6.672,-7.05,1.25,816.40002,224.36,0,0
15923,0,0,0,-7.05,-6.714,1.25,816.40002,224.36,0,0
15933,0,0,0,-6.504,-7.05,1.25,816.40002,224.36,0,0
15943,0,0,0,-6.84,-6.966,1.25,816.40002,224.36,0,0
15953,0,0,0,-6.756,-7.05,1.25,816.40002,224.36,0,0
15963,0,0,0,-6.756,-6.924,1.25,816.40002,224.36,0,0
15973,0,0,0,-6.546,-7.05,1.22449,690.29999,224.36,0,0
15983,0,0,0,-6.882,-6.42,1.22449,690.29999,224.36,0,0
15993,0,0,0,-6,-7.05,1.22449,690.29999,224.36,0,0
16003,0,0,0,-6,-6.798,1.22449,690.29999,224.36,0,0
16013,0,0,0,-6.336,-7.05,1.22449,690.29999,224.36,0,0
16023,0,0,0,-6.378,-7.008,1.22449,690.29999,224.36,0,0
16033,0,0,0,-6.378,-7.05,1.22449,690.29999,224.36,0,0
16043,0,0,0,-6.798,-6.924,1.22449,690.29999,224.36,0,0
16053,0,0,0,-6.168,-7.05,1.22449,690.29999,224.36,0,0
16063,0,0,0,-6.462,-7.05,1.22449,690.29999,224.36,0,0
16073,0,0,0,-6.378,-7.05,1.22449,690.29999,224.36,0,0
16083,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16093,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16103,0,0,0,-6.714,-7.05,1.22449,690.29999,224.36,0,0
16113,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16123,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16133,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16143,0,0,0,-6.966,-6.756,1.22449,690.29999,224.36,0,0
16153,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16163,0,0,0,-7.05,-6.672,1.22449,690.29999,224.36,0,0
16173,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16183,0,0,0,-6.966,-6.672,1.22449,690.29999,224.36,0,0
16193,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16203,0,0,0,-6.798,-6.588,1.22449,690.29999,224.36,0,0
16213,0,0,0,-6.924,-7.05,1.22449,690.29999,224.36,0,0
16223,0,0,0,-6.798,-6.588,1.22449,690.29999,224.36,0,0
16233,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16243,0,0,0,-6.924,-6.798,1.22449,690.29999,224.36,0,0
16253,0,0,0,-6.882,-7.05,1.22449,690.29999,224.36,0,0
16263,0,0,0,-6.882,-6.672,1.22449,690.29999,224.36,0,0
16273,0,0,0,-6.672,-7.05,1.22449,690.29999,224.36,0,0
16283,0,0,0,-6.84,-6.882,1.22449,690.29999,224.36,0,0
16293,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16303,0,0,0,-7.008,-7.05,1.22449,690.29999,224.36,0,0
16313,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16323,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16333,0,0,0,-6.924,-7.05,1.22449,690.29999,224.36,0,0
16343,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16353,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16363,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16373,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16383,0,0,0,-6.84,-6.966,1.22449,690.29999,224.36,0,0
16393,0,0,0,-6.798,-7.05,1.22449,690.29999,224.36,0,0
16403,0,0,0,-7.008,-7.05,1.22449,690.29999,224.36,0,0
16413,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16423,0,0,0,-6.546,-6.882,1.22449,690.29999,224.36,0,0
16433,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16443,0,0,0,-6.966,-6.798,1.22449,690.29999,224.36,0,0
16453,0,0,0,-6.378,-7.05,1.22449,690.29999,224.36,0,0
16463,0,0,0,-6.714,-7.008,1.22449,690.29999,224.36,0,0
16473,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16483,0,0,0,-6.924,-6.966,1.22449,690.29999,224.36,0,0
16493,0,0,0,-6.378,-7.05,1.22449,690.29999,224.36,0,0
16503,0,0,0,-6.588,-6.84,1.22449,690.29999,224.36,0,0
16513,0,0,0,-6.882,-7.05,1.22449,690.29999,224.36,0,0
16523,0,0,0,-6.798,-6.798,1.22449,690.29999,224.36,0,0
16533,0,0,0,-6.63,-7.05,1.22449,690.29999,224.36,0,0
16543,0,0,0,-6.924,-6.966,1.22449,690.29999,224.36,0,0
16553,0,0,0,-6.924,-7.05,1.22449,690.29999,224.36,0,0
16563,0,0,0,-6.798,-6.924,1.22449,690.29999,224.36,0,0
16573,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16583,0,0,0,-6.63,-6.504,1.22449,690.29999,224.36,0,0
16593,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16603,0,0,0,-6.504,-6.588,1.22449,690.29999,224.36,0,0
16613,0,0,0,-6.63,-7.05,1.22449,690.29999,224.36,0,0
16623,0,0,0,-6.378,-6.672,1.22449,690.29999,224.36,0,0
16633,0,0,0,-6.588,-7.05,1.22449,690.29999,224.36,0,0
16643,0,0,0,-6.378,-6.588,1.22449,690.29999,224.36,0,0
16653,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16663,0,0,0,-6.462,-6.588,1.22449,690.29999,224.36,0,0
16673,0,0,0,-6.924,-7.05,1.22449,690.29999,224.36,0,0
16683,0,0,0,-6.672,-6.588,1.22449,690.29999,224.36,0,0
16693,0,0,0,-6.756,-7.05,1.22449,690.29999,224.36,0,0
16703,0,0,0,-6.63,-6.756,1.22449,690.29999,224.36,0,0
16713,0,0,0,-7.008,-7.05,1.22449,690.29999,224.36,0,0
16723,0,0,0,-7.05,-6.756,1.22449,690.29999,224.36,0,0
16733,0,0,0,-6.966,-7.05,1.22449,690.29999,224.36,0,0
16743,0,0,0,-6.714,-6.63,1.22449,690.29999,224.36,0,0
16753,0,0,0,-7.008,-7.05,1.22449,690.29999,224.36,0,0
16763,0,0,0,-6.588,-6.462,1.22449,690.29999,224.36,0,0
16773,0,0,0,-6.798,-7.05,1.22449,690.29999,224.36,0,0
16783,0,0,0,-6.504,-6.588,1.22449,690.29999,224.36,0,0
16793,0,0,0,-6.756,-7.05,1.22449,690.29999,224.36,0,0
16803,0,0,0,-6.672,-6.588,1.22449,690.29999,224.36,0,0
16813,0,0,0,-7.05,-7.05,1.22449,690.29999,224.36,0,0
16823,0,0,0,-6.84,-6.588,1.22449,690.29999,224.36,0,0
16833,0,0,0,-7.008,-7.05,1.22449,690.29999,224.36,0,0
16843,0,0,0,-6.756,-6.588,1.22449,690.29999,224.36,0,0
16853,0,0,0,-6.84,-7.05,1.22449,690.29999,224.36,0,0
16863,0,0,0,-6.378,-6.462,1.22449,690.29999,224.36,0,0
16873,0,0,0,-6.588,-7.05,1.22449,690.29999,224.36,0,0
16883,0,0,0,-6.378,-6.588,1.22449,690.29999,224.36,0,0
16893,0,0,0,-6.798,-7.05,1.22449,690.29999,224.36,0,0
16903,0,0,0,-6.378,-6.588,1.22449,690.29999,224.36,0,0
16913,0,0,0,-6.798,-7.05,1.22449,690.29999,224.36,0,0
16923,0,0,0,-6.378,-6.462,1.22449,690.29999,224.36,0,0
16933,0,0,0,-6.714,-7.05,1.22449,690.29999,224.36,0,0
16943,0,0,0,-6.504,-6.546,1.22449,690.29999,224.36,0,0
16953,0,0,0,-6.924,-7.05,1.22449,690.29999,224.36,0,0
16963,0,0,0,-6.63,-6.756,1.22449,690.29999,224.36,0,0
16973,0,0,0,-6.63,-7.05,1.27551,691.59998,224.36,0,0
16983,0,0,0,-6.714,-6.336,1.27551,691.59998,224.36,0,0
16993,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17003,0,0,0,-6.462,-6.504,1.27551,691.59998,224.36,0,0
17013,0,0,0,-6.798,-7.05,1.27551,691.59998,224.36,0,0
17023,0,0,0,-6.546,-6.588,1.27551,691.59998,224.36,0,0
17033,0,0,0,-6.798,-7.05,1.27551,691.59998,224.36,0,0
17043,0,0,0,-6.378,-6.63,1.27551,691.59998,224.36,0,0
17053,0,0,0,-6.882,-7.05,1.27551,691.59998,224.36,0,0
17063,0,0,0,-6.84,-6.462,1.27551,691.59998,224.36,0,0
17073,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17083,0,0,0,-6.546,-6.672,1.27551,691.59998,224.36,0,0
17093,0,0,0,-6.672,-7.05,1.27551,691.59998,224.36,0,0
17103,0,0,0,-6.126,-6.588,1.27551,691.59998,224.36,0,0
17113,0,0,0,-6.462,-7.05,1.27551,691.59998,224.36,0,0
17123,0,0,0,-6.924,-6.462,1.27551,691.59998,224.36,0,0
17133,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17143,0,0,0,-6.546,-6.42,1.27551,691.59998,224.36,0,0
17153,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17163,0,0,0,-6.63,-6.672,1.27551,691.59998,224.36,0,0
17173,0,0,0,-6.672,-7.05,1.27551,691.59998,224.36,0,0
17183,0,0,0,-6.378,-6.504,1.27551,691.59998,224.36,0,0
17193,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17203,0,0,0,-6.462,-6.504,1.27551,691.59998,224.36,0,0
17213,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17223,0,0,0,-6.882,-6.672,1.27551,691.59998,224.36,0,0
17233,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17243,0,0,0,-6.462,-6.546,1.27551,691.59998,224.36,0,0
17253,0,0,0,-6.924,-7.05,1.27551,691.59998,224.36,0,0
17263,0,0,0,-6.378,-6.588,1.27551,691.59998,224.36,0,0
17273,0,0,0,-6.798,-7.05,1.27551,691.59998,224.36,0,0
17283,0,0,0,-6.378,-6.588,1.27551,691.59998,224.36,0,0
17293,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17303,0,0,0,-6.378,-6.462,1.27551,691.59998,224.36,0,0
17313,0,0,0,-7.008,-7.05,1.27551,691.59998,224.36,0,0
17323,0,0,0,-6.336,-6.42,1.27551,691.59998,224.36,0,0
17333,0,0,0,-6.672,-7.05,1.27551,691.59998,224.36,0,0
17343,0,0,0,-6.672,-6.462,1.27551,691.59998,224.36,0,0
17353,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17363,0,0,0,-6.84,-6.798,1.27551,691.59998,224.36,0,0
17373,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17383,0,0,0,-6.588,-6.84,1.27551,691.59998,224.36,0,0
17393,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17403,0,0,0,-6.504,-6.504,1.27551,691.59998,224.36,0,0
17413,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17423,0,0,0,-6.42,-6.63,1.27551,691.59998,224.36,0,0
17433,0,0,0,-6.966,-7.05,1.27551,691.59998,224.36,0,0
17443,0,0,0,-6.252,-6.378,1.27551,691.59998,224.36,0,0
17453,0,0,0,-6.63,-7.05,1.27551,691.59998,224.36,0,0
17463,0,0,0,-6.336,-6.504,1.27551,691.59998,224.36,0,0
17474,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17486,0,0,0,-5.034,-5.79,1.27551,691.59998,224.36,0,0
17496,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17503,0,0,0,-6.756,-6.378,1.27551,691.59998,224.36,0,0
17513,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17523,0,0,0,-6.378,-6.462,1.27551,691.59998,224.36,0,0
17534,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17544,0,0,0,-5.748,-6,1.27551,691.59998,224.36,0,0
17555,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17566,0,0,0,-5.034,-6.042,1.27551,691.59998,224.36,0,0
17576,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17583,0,0,0,-6.924,-6.504,1.27551,691.59998,224.36,0,0
17593,0,0,0,-7.008,-7.05,1.27551,691.59998,224.36,0,0
17603,0,0,0,-6.378,-6.714,1.27551,691.59998,224.36,0,0
17613,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
17624,0,0,0,-5.706,-6.168,1.27551,691.59998,224.36,0,0
17635,0,0,0,-7.05,-7.05,1.27551,691.59998,224.36,0,0
